name,nick,birth_date,height,weight,association,class,locality,country
Chuck O'Neil,Cold Steel,9/22/1985,74,185,Mass BJJ,Middleweight,"Bourne, Massachusetts",United States
Charles McCarthy,Chainsaw,8/6/1980,70,185,American Top Team,Middleweight,"Miami, Florida",United States
Derek Downey,The Gentleman,4/27/1980,74,185,Victory MMA,Middleweight,"Orem, Utah",United States
Travis Lutter,The Serial Killer,12/5/1973,74,185,Lion's Den Dallas,Middleweight,"Dallas, Texas",United States
Jason Day,Dooms,3/18/1979,72,185,Champion's Creed MMA,Middleweight,"Lethbridge, Alberta",Canada
Ron Stallings,The Choir Boy,2/25/1983,72,185,Team Lloyd Irvin,Middleweight,"Temple Hills, Maryland",United States
Garreth McLellan,Soldier Boy,1/9/1982,73,185,FightFit Militia,Middleweight,"Johannesburg, Gauteng",South Africa
Sam Alvey,Smile'n,5/6/1986,74,185,Team Quest,Middleweight,"Waterford, Wisconsin",United States
Maiquel Falcao,Big Rig,3/8/1981,71,185,Independent,Middleweight,"Pelotas, Rio Grande do Sul",Brazil
Ricardo Abreu,Demente,4/27/1984,71,185,Wand Fight Team,Middleweight,"Ribeirao Preto, Sao Paulo",Brazil
Maiquel Falcao,Big Rig,3/8/1981,71,185,Independent,Middleweight,"Pelotas, Rio Grande do Sul",Brazil
Andy Enz,Tank Mode,8/15/1991,75,185,Gracie Barra Alaska,Middleweight,"Anchorage, Alaska",United States
Vitor Miranda,Lex Luthor,3/10/1979,73,185,Team Nogueira,Middleweight,"Joinville, Santa Catarina",Brazil
Marcelo Guimaraes,Magrao,6/25/1983,72,185,Caveira Team,Middleweight,"Itapemirim, Espirito Santo",Brazil
Eddie Gordon,Truck,7/22/1983,72,185,Serra-Longo Fight Team,Middleweight,"Freeport, New York",United States
Roger Narvaez,The Silverback,9/9/1983,75,185,Full Contact Fight Academy,Middleweight,"Corpus Christi, Texas",United States
Steve Cantwell,The Robot,12/8/1986,74,185,One Kick's Gym,Middleweight,"Pahrump, Nevada",United States
Manuel Rodriguez,Chalate,4/25/1985,69,185,TP Fight Team,Middleweight,"Sydney, Australia",El Salvador
Todd Brown,Bulldog,12/13/1976,71,185,Bulldog Fight Team,Middleweight,"Mishawaka, Indiana",United States
Bruno Santos,Carioca,7/17/1987,68,185,Ze Mario Team,Middleweight,"Macae, Rio de Janeiro",Brazil
Xavier Foupa-Pokam,Professor X,3/7/1982,73,185,Snake Team,Middleweight,Paris,France
Oluwale Bamgbose,The Holy War Angel,8/4/1987,71,185,Chute Boxe USA,Middleweight,"New York, New York",United States
Mario Miranda,Super Mario,9/21/1978,75,185,Black House,Middleweight,Rio de Janeiro,Brazil
Elias Theodorou,The Spartan,5/31/1988,73,185,Kros Gym,Middleweight,"Mississauga, Ontario",Canada
Dongi Yang,The Ox,12/7/1984,71,185,Korean Top Team,Middleweight,Seoul,South Korea
Magnus Cedenblad,Jycken,4/10/1982,75,185,Allstars Training Center,Middleweight,Stockholm,Sweden
Clifford Starks,Big Cat,4/25/1981,70,185,Arizona Combat Sports,Middleweight,"Tempe, Arizona",United States
Ildemar Alcantara,Marajo,11/17/1982,74,185,Marajo Brothers Team,Middleweight,"Soure, Para",Brazil
Antonio Carlos Jr.,Cara de Sapato,3/16/1990,73,185,American Top Team,Middleweight,"Salvador, Bahia",Brazil
Lee Murray,Lightning,11/12/1977,72,185,London Shootfighters,Middleweight,London,England
Bradley Scott,Bear,6/22/1989,73,185,Dragons Lair MMA,Middleweight,"Melksham, Wiltshire",England
Xavier Foupa-Pokam,Professor X,3/7/1982,73,185,Snake Team,Middleweight,Paris,France
Jared Rollins,J-Roc,1/26/1977,69,185,Team Oyama,Middleweight,"Stanton, California",United States
Leonardo Guimaraes,Leleco,4/15/1982,72,185,MMA Masters,Middleweight,"Salvador, Bahia",Brazil
Brian Houston,B-Hue,4/26/1987,73,185,Disorderly Conduct,Middleweight,"Omaha, Nebraska",United States
Antonio dos Santos Jr.,Junior Alpha,7/21/1988,70,185,Nordeste Jiu-Jitsu,Middleweight,"Salvador, Bahia",Brazil
Jimmy Quinlan,Crash,,,185,Mass BJJ,Middleweight,"Methuen, Massachusetts",United States
Luke Rockhold,,10/17/1984,75,185,American Kickboxing Academy,Middleweight,"San Jose, California",United States
Costas Philippou,,11/29/1979,71,185,Bellmore Kickboxing Academy,Middleweight,"Merrick, New York",United States
Tim Kennedy,,9/1/1979,71,185,Jackson-Wink MMA,Middleweight,"Fort Bragg, North Carolina",United States
Billy Miles,,,70,185,Capital City Fighting Alliance,Middleweight,"Lincoln, California",United States
Antonio Braga Neto,,10/29/1987,75,185,Team Nogueira,Middleweight,"Rio de Janeiro, Rio de Janeiro",Brazil
Thales Leites,,9/6/1981,73,185,Nova Uniao,Middleweight,"Niteroi, Rio de Janeiro",Brazil
Daniel Sarafian,,8/21/1982,69,185,Power MMA,Middleweight,"Sao Paulo, Sao Paulo",Brazil
Riki Fukuda,,1/6/1981,72,185,Grabaka,Middleweight,"Tokyo, Kanto",Japan
Frank Shamrock,,12/8/1972,70,185,The Alliance,Middleweight,"Santa Monica, California",United States
Alex Schoenauer,,5/5/1976,75,185,Xtreme Couture,Middleweight,"Las Vegas, Nevada",United States
James Te Huna,,9/29/1981,73,185,Pirtek Athletic Allstars,Middleweight,"Penrith, New South Wales",Australia
Eddie Mendez,,,69,185,House of Champions,Middleweight,"Sun Valley, California",United States
Chris Camozzi,,11/20/1986,75,185,factoryX Muay Thai,Middleweight,"Englewood, Colorado",United States
Dan Miller,,6/30/1981,73,185,Miller Brothers MMA,Middleweight,"Sparta, New Jersey",United States
Cung Le,,5/25/1972,70,185,Cung Le's Universal Strength Headquarters,Middleweight,"San Jose, California",United States
Trent Jenkins,,,74,185,,Middleweight,"Denver, Colorado",United States
Mike Massenzio,,11/1/1982,74,185,Team Bombsquad,Middleweight,"Paterson, New Jersey",United States
David Branch,,9/26/1981,73,185,Renzo Gracie Jiu-Jitsu,Middleweight,"Brooklyn, New York",United States
Dylan Andrews,The Villain,11/15/1979,73,185,Heartbreak Conditioning,Middleweight,,New Zealand
Amaury Bitetti,,,69,185,,Middleweight,Rio De Janeiro,Brazil
Denis Kang,,9/17/1977,71,185,American Top Team,Middleweight,"Vancouver, British Columbia",Canada
Nissen Osterneck,,5/1/1981,74,185,Relson Gracie Jiu-Jitsu,Middleweight,"Maui, Hawaii",United States
Floyd Sword,,,71,185,Team Four Corners,Middleweight,"Farmington, New Mexico",United States
Amar Suloev,,7/1/1976,69,185,Red Devil Sport Club,Middleweight,Kalinin City,Armenia
Brad Tavares,,12/21/1987,71,185,Xtreme Couture,Middleweight,"Kailua, Hawaii",United States
Luke Zachrich,,10/1/1981,74,185,Ronin Training Center,Middleweight,"Cincinnati, Ohio",United States
Buddy Roberts,,10/17/1982,74,185,Jackson-Wink MMA,Middleweight,"Albuquerque, New Mexico",United States
Collin Hart,,,74,185,Nor-Cal Fighting Alliance,Middleweight,"Santa Rosa, California",United States
Jermaine Andre,Bam Bam,7/16/1973,67,185,,Middleweight,"Collinville, Illinois",United States
Evan Tanner,,2/11/1971,72,185,,Middleweight,"Amarillo, Texas",United States
Kenichi Yamamoto,,7/11/1976,71,185,Power of Dream,Middleweight,,Japan
Murilo Bustamante,,7/30/1966,73,185,Brazilian Top Team,Middleweight,"Arpoador, Rio de Janeiro",Brazil
Ivan Salaverry,,1/11/1971,72,185,Ivan Salaverry MMA,Middleweight,"Seattle, Washington",United States
Lodune Sincaid,The Vanilla Gorilla,5/7/1973,69,185,,Middleweight,"North Hollywood, California",United States
Andrei Semenov,White Shark,6/17/1977,72,185,,Middleweight,St. Petersburg,Russia
Curtis Stout,,11/7/1973,73,185,,Middleweight,"Kansas City, Kansas",USA
Keith Rockel,,8/28/1965,72,185,Team Elite,Middleweight,"Amherst, Massachusettes",United States
Solomon Hutcherson,King,8/13/1972,71,185,,Middleweight,"Racine, Wisconsin",United States
Dustin Jacoby,,4/4/1988,76,185,Finney's HIT Squad,Middleweight,"Arenzville, Illinois",United States
John Salter,,3/21/1985,73,185,Dethrone Base Camp,Middleweight,"Nashville, Tennessee",United States
Jake Collier,,10/23/1988,75,185,Pit MMA,Middleweight,"Cuba, Missouri",United States
Shane Primm,,7/30/1984,76,185,Gracie Tampa,Middleweight,"Tampa, Florida",United States
Mark Hughes,,10/13/1973,68,185,Miletich Martial Arts,Middleweight,"Hillsborough, Illinois",USA
Mats Nilsson,,12/5/1983,73,185,Rumble Sports,Middleweight,Helsingborg,Sweden
Rob Yundt,,5/5/1980,,185,,Middleweight,"Wasilla, Alaska",USA
Joe Vedepo,The Doctor,1/1/1982,72,185,,Middleweight,"Cedar Rapids, Iowa",United States
Rodrigo Ruas,,,,185,Ruas Vale Tudo,Middleweight,,Brazil
Jason Thacker,Strange Brew,8/18/1975,72,185,,Middleweight,"Whonnock, British Columbia",Canada
Sultan Aliev,,9/17/1984,72,185,Champion,Middleweight,Derbent,Russia
Daniel Kelly,,10/31/1977,72,185,Resilience Training Centre,Middleweight,"Melbourne, Victoria",Australia
Scott Askham,,5/25/1988,75,185,Atherton Submission Wrestling,Middleweight,"Doncaster, South Yorkshire",England
Ansar Chalangov,,,69,185,Legion Fight Team,Middleweight,Rostov-on-don,Russia
Andre Gusmao,,5/19/1977,74,185,,Middleweight,"Goiania, Goias",Brazil
Krzysztof Jotko,,8/19/1989,73,185,Planet Eater,Middleweight,Orneta,Poland
Steve Byrnes,,,,185,MMA Development,Middleweight,Hawaii,United States
Danny Abbadi,,,71,185,,Middleweight,"Orlando, Florida",United States
Chris Sanford,,,71,185,Cesar Gracie Jiu-Jitsu,Middleweight,"San Francisco, California",United States
Joe Doerksen,El Dirte,9/10/1977,72,186,Canadian Fighting Centre,Middleweight,"Winnipeg, Manitoba",Canada
Jeremy Horn,Gumby,8/25/1975,73,186,Elite Performance,Middleweight,"Cedar Rapids, Iowa",United States
Danillo Villefort,Indio,5/8/1983,73,186,Blackzilians,Middleweight,"Coconut Creek, Florida",United States
Matt Horwich,Suave,2/10/1978,71,186,Legends MMA,Middleweight,"Hollywood, California",United States
Gegard Mousasi,The Dreamcatcher,8/1/1985,73,186,Red Devil International,Middleweight,"Leiden, South Holland",Netherlands
Josh Samman,Anqa,3/14/1988,75,186,MMA Masters,Middleweight,"Tallahassee, Florida",United States
Uriah Hall,Primetime,7/31/1984,72,186,Team Tiger Schulmann,Middleweight,"New York City, New York",United States
Steve Steinbeiss,The Hooligan,5/5/1981,75,186,Power MMA Team,Middleweight,"Phoenix, Arizona",United States
Roger Gracie,,9/26/1981,76,186,Black House,Middleweight,Rio de Janeiro,Brazil
Derek Brunson,,1/4/1984,73,186,Jackson's Mixed Martial Arts,Middleweight,"Wilmington, North Carolina",United States
Flavio Luiz Moura,,1/26/1976,71,187,Gracie Fusion,N/A,Rio de Janiero,Brazil
Keith Mielke,,,69,187,,N/A,"San Diego, California",United States
David Hood,,,72,189,,Light Heavyweight,"Lowell, Massachusetts",United States
Ron van Clief,Black Dragon,,70,190,,Light Heavyweight,"Brooklyn, New York",United States
Jason DeLucia,,7/24/1969,71,190,,Light Heavyweight,"Bellingham, Massachusets",United States
Ronny Markes,,4/21/1988,73,190,Nova Uniao Kimura,Light Heavyweight,"Natal, Rio Grande do Norte",Brazil
Mark Hall,The Cobra,,72,190,,Light Heavyweight,"Murrieta, California",United States
Ronny Markes,,4/21/1988,73,190,Nova Uniao Kimura,Light Heavyweight,"Natal, Rio Grande do Norte",Brazil
Sean Daugherty,,12/4/1975,70,190,,Light Heavyweight,"Akron, Ohio",United States
Bubba McDaniel,The Menace,5/3/1983,75,190,,Light Heavyweight,"Wichita Falls, Texas",United States
Nick Sanzo,,,69,190,,Light Heavyweight,"Niskayuna, New York",United States
Valeri Ignatov,The X Factor,,69,191,Shamrock 2000,Light Heavyweight,Sofia,Bulgaria
David Loiseau,The Crow,12/17/1979,72,192,Tristar Gym,Light Heavyweight,"Montreal, Quebec",Canada
Michael Kuiper,Judo,6/7/1989,72,192,Team Topfighter,Light Heavyweight,Tilburg,Netherlands
Alex Stiebling,The Brazilian Killa,12/26/1976,74,195,Integrated Fighting Academy,Light Heavyweight,"Indianapolis, Indiana",United States
Igor Zinoviev,Houdini,,73,195,,Light Heavyweight,St. Petersburg,Russia
Rainy Martinez,,,72,195,,Light Heavyweight,"Tucson, Arizona",United States
Art Jimmerson,,8/4/1963,73,196,,Light Heavyweight,"St. Louis, Missouri",United States
Tony Petarra,,11/8/1966,71,196,Shark Tank,Light Heavyweight,"Santa Maria, California",United States
Yoji Anjo,Mr. 200&#37;,12/31/1970,71,198,Team Kingdom,Light Heavyweight,"Suginami, Tokyo",Japan
Chris Haseman,The Hammer,6/2/1969,71,198,Rings Australia,Light Heavyweight,,Australia
Paul Jones,,,69,198,,Light Heavyweight,"Boys Ranch, Texas",United States
Darrell Gholar,,11/7/1962,68,198,,Light Heavyweight,"North Hollywood, California",United States
Todd Butler,,,73,198,,Light Heavyweight,"Curwensville, Phildelphia",USA
Ebenezer Fontes Braga,Pitbull,4/14/1969,72,199,Gracie Barra Combat Team,Light Heavyweight,Rio de Janeiro,Brazil
Elvis Sinosic,The King of Rock n Rumble,2/13/1971,75,199,Sinosic Perosh Martial Arts,Light Heavyweight,Sydney,Australia
Joe Slick,,10/17/1977,72,199,,Light Heavyweight,"Iowa City, Iowa",USA
Kevin Jackson,,,70,199,,Light Heavyweight,"Phoenix, Arizona",United States
Jerry Bohlander,,11/2/1974,71,199,Lion's Den,Light Heavyweight,"Napa, California",United States
Guy Mezger,The Sandman,1/1/1968,73,200,Lion's Den Dallas,Light Heavyweight,"Houston, Texas",United States
Alex Andrade,El Toro,5/14/1974,71,200,Lion's Den,Light Heavyweight,"Laredo, Texas",United States
Keith Hackney,The Giant Killer,4/15/1958,71,200,,Light Heavyweight,"Addison, Illinois",United States
Sanae Kikuta,,9/10/1971,69,200,Grabaka,Light Heavyweight,Tokyo,Japan
Joey Roberts,,11/11/1977,74,200,Memphis Bad Boyz,Light Heavyweight,,
Dieuseul Berto,Tiger,7/16/1960,69,200,Tiger's World of Martial Arts,Light Heavyweight,"Winter Haven, Florida",United States
Christophe Leninger,,7/16/1962,72,200,,Light Heavyweight,"Scottsdale, Arizona",United States
Thaddeus Luster,,,75,200,,Light Heavyweight,"Van Nuys, California",United States
Amilcar Alves,,12/13/1979,72,201,Nova Uniao,Light Heavyweight,"Rio de Janeiro, Rio de Janeiro",Brazil
Steve Bosse,The Boss,7/29/1981,71,202,Tristar Gym,Light Heavyweight,"Montreal, Quebec",Canada
Joel Sutton,,,70,202,,Light Heavyweight,"Buffalo, New York",United States
Randy Couture,The Natural,6/22/1963,73,203,Xtreme Couture,Light Heavyweight,"Corvallis, Oregon",United States
Houston Alexander,The Assassin,3/22/1972,72,203,Grudge Training Center,Light Heavyweight,"Omaha, Nebraska",United States
Kazuo Takahashi,Yoshiki,3/13/1969,70,203,D-One Gym,Light Heavyweight,Chiba,Japan
Chris Price,Exorcist,,74,203,Team IBJJA,Light Heavyweight,"Beach Grove, Indiana",United States
David Heath,The Headhunter,10/2/1976,71,203,Absolute Combat Alliance,Light Heavyweight,"Tulsa, Oklahoma",United States
Dave Roberts,,11/15/1979,73,203,,Light Heavyweight,"Jacksonville, Florida",United States
Stanislav Nedkov,,9/12/1981,71,203,Bushido Bulgaria,Light Heavyweight,Veliko Tarnovo,Bulgaria
Keith Berish,Sha Bang Bang,11/14/1985,72,203,Black & Blue MMA,Light Heavyweight,"Poughkeepsie, New York",United States
Aaron Brink,,11/12/1974,75,203,,Light Heavyweight,"San Diego, California",United States
Cale Yarbrough,,12/27/1986,74,203,Hardcore Gym,Light Heavyweight,"Atlanta, Georgia",United States
Mark Schultz,,10/26/1960,70,203,,Light Heavyweight,"Lindon, Utah",United States
Dan Spohn,Dragon,10/12/1984,76,204,Cambridge Martial Arts,Light Heavyweight,"Zanesville, Ohio",United States
Alexandre Ferreira,Cacareco,4/25/1979,67,204,Chute Boxe,Light Heavyweight,Rio de Janeiro,Brazil
James Hammortree,Sledge,11/29/1983,75,204,USA Martial Arts,Light Heavyweight,"Ocala, Florida",United States
Enson Inoue,Yamato Damashi,4/15/1967,70,204,Purebred Omiya,Light Heavyweight,"Omiya, Saitama",Japan
Mike Nickels,Big,12/13/1971,76,204,Colorado Brazilian Jiu-Jitsu,Light Heavyweight,"Denver, Colorado",United States
Mike Ciesnolevicz,,10/28/1979,72,204,Miletich Martial Arts,Light Heavyweight,"Harrisburg, Pennsylvania",United States
Satoshi Honma,,5/19/1968,72,204,,Light Heavyweight,Niigata,Japan
Jeff Newton,,,74,204,Todd Medina Freestyle Team,Light Heavyweight,"Costa Mesa, California",United States
Jon Jones,Bones,7/19/1987,76,205,Jackson-Wink MMA,Light Heavyweight,"Rochester, New York",United States
Kevin Randleman,The Monster,8/10/1971,70,205,Tapout Training Center,Light Heavyweight,"Columbus, Ohio",United States
Rashad Evans,Suga,9/25/1979,71,205,Blackzilians,Light Heavyweight,"Niagara Falls, New York",United States
Ryan Bader,Darth,6/7/1983,74,205,Power MMA Team,Light Heavyweight,"Tempe, Arizona",United States
Alexander Gustafsson,The Mauler,1/15/1987,76,205,Allstars Training Center,Light Heavyweight,"Stockholm, Stockholm County",Sweden
Vladimir Matyushenko,The Janitor,1/4/1971,73,205,VMAT,Light Heavyweight,Retchisa,Belarus
Brandon Vera,The Truth,10/10/1977,74,205,Alliance MMA,Light Heavyweight,"San Diego, California",United States
Mauricio Rua,Shogun,11/25/1981,73,205,Universidade da Luta,Light Heavyweight,"Curitiba, Parana",Brazil
Stephan Bonnar,The American Psycho,4/4/1977,75,205,One Kick's Gym,Light Heavyweight,"Hammond, Indiana",United States
Tim Boetsch,The Barbarian,1/28/1981,71,205,Team Irish,Light Heavyweight,"Lincolnville, Maine",United States
Anthony Johnson,Rumble,3/6/1984,74,205,Blackzilians,Light Heavyweight,"Boca Raton, Florida",United States
Ilir Latifi,The Sledgehammer,7/28/1983,68,205,Pancrase Gym Sweden,Light Heavyweight,Malmo,Sweden
Jason Lambert,The Punisher,9/23/1977,70,205,Alliance MMA,Light Heavyweight,"San Diego, California",United States
Mike Kyle,MAK,3/31/1980,75,205,American Kickboxing Academy,Light Heavyweight,"San Jose, California",United States
Kyle Kingsbury,Kingsbu,3/22/1982,76,205,American Kickboxing Academy,Light Heavyweight,"San Jose, California",United States
Renato Sobral,Babalu,7/9/1975,72,205,Babalu's Iron Gym,Light Heavyweight,Rio de Janeiro,Brazil
Seth Petruzelli,The Silverback,12/3/1979,72,205,The Jungle MMA,Light Heavyweight,"Fort Myers, Florida",United States
Todd Medina,El Tiburon,4/30/1970,70,205,Carlson Gracie Jiu-Jitsu,Light Heavyweight,"Santa Ana, California",United States
Tito Ortiz,The Huntington Beach Bad Boy,1/23/1975,74,205,Team Punishment,Light Heavyweight,"Huntington Beach, California",United States
Chuck Liddell,The Iceman,12/17/1969,74,205,The Pit,Light Heavyweight,"San Luis Obispo, California",United States
Patrick Cummins,Durkin,11/16/1980,74,205,Reign MMA,Light Heavyweight,"Reinholds, Pennsylvania",United States
Phil Davis,Mr. Wonderful,9/25/1984,74,205,Alliance MMA,Light Heavyweight,"Harrisburg, Pennsylvania",United States
Antonio Mendes,Samuray,4/19/1981,75,205,Dragon Fight,Light Heavyweight,"Fortaleza, Ceara",Brazil
Ovince St. Preux,OSP,4/8/1983,75,205,Knoxville MMA,Light Heavyweight,"Knoxville, Tennessee",United States
Marcio Cruz,Pe de Pano,4/24/1978,76,205,Gracie Fusion,Light Heavyweight,Rio de Janeiro,Brazil
Fabio Maldonado,Caipira de Aco,3/17/1980,73,205,American Top Team,Light Heavyweight,"Sorocaba, Sao Paulo",Brazil
Rameau Thierry Sokoudjou,The African Assassin,4/18/1984,70,205,Team Quest,Light Heavyweight,"San Diego, California",United States
Ed Herman,Short Fuse,10/2/1980,74,205,Trials MMA and Fitness,Light Heavyweight,"Portland, Oregon",United States
Antonio Rogerio Nogueira,Minotouro,6/2/1976,74,205,Team Nogueira,Light Heavyweight,"Vitoria da Conquista, Bahia",Brazil
Chad Griggs,The Grave Digger,5/15/1978,75,205,Apex MMA,Light Heavyweight,"Tucson, Arizona",United States
Sam Hoger,Alaskan Assassin,6/28/1980,74,205,Miletich Martial Arts,Light Heavyweight,"Eagle River, Alaska",United States
Vinny Magalhaes,Pezao,7/2/1984,75,205,Syndicate MMA,Light Heavyweight,Rio de Janeiro,Brazil
Rafael Cavalcante,Feijao,4/4/1980,72,205,Team Nogueira,Light Heavyweight,"Ilha Solteira, Sao Paulo",Brazil
Jason Brilz,The Hitman,7/7/1975,71,205,Elite Performance,Light Heavyweight,"Omaha, Nebraska",United States
Anthony Perosh,The Hippo,5/10/1972,75,205,Sinosic,Light Heavyweight,"Sydney, New South Wales",Australia
Vernon White,Tiger,12/3/1971,72,205,Lion's Den,Light Heavyweight,"Palo Alto, California",United States
Paul Buentello,The Headhunter,1/16/1974,75,205,Grudge Training Center,Light Heavyweight,"Amarillo, Texas",United States
Bill Mahood,The Butcher,2/1/1967,75,205,Revolution Fight Team,Light Heavyweight,"Prince George, British Columbia",Canada
Ryan Jimmo,The Big Deal,11/27/1981,74,205,Power MMA Team,Light Heavyweight,"Halifax, Nova Scotia",Canada
Igor Pokrajac,The Duke,2/1/1979,72,205,American Top Team,Light Heavyweight,Zagreb,Croatia
James Irvin,The Sandman,9/12/1978,,205,AKS Chorzow,Light Heavyweight,Chorzow,Poland
Jared Hamman,The Messenger,3/7/1982,75,205,Dynamix MMA,Light Heavyweight,"Atascadero, California",United States
Oli Thompson,The Spartan,1/2/1980,73,205,ZT Fight Skool,Light Heavyweight,"Hove, East Sussex",England
Roger Hollett,The Hulk,10/8/1978,70,205,Titans MMA,Light Heavyweight,"Halifax, Nova Scotia",Canada
Mark Coleman,The Hammer,12/20/1964,73,205,Hammer House,Light Heavyweight,"Columbus, Ohio",United States
Ian Freeman,The Machine,12/31/1970,71,205,Machine MMA,Light Heavyweight,"Sunderland, Tyne and Wear",England
Jimi Manuwa,Poster Boy,2/18/1980,72,205,Keddles Gym,Light Heavyweight,Morden,England
Edwin Dewees,Babyface,8/7/1982,73,205,Lions Den Scottsdale,Light Heavyweight,"Scottsdale, Arizona",United States
Razak Al-Hassan,Razor,5/14/1982,75,205,Roufusport,Light Heavyweight,"Milwaukee, Wisconsin",United States
Moti Horenstein,The Hammer,3/23/1964,73,205,Moti Horenstein MMA,Light Heavyweight,"Spring Valley, New York",United States
Krzysztof Soszynski,The Polish Experiment,8/2/1977,73,205,Reign MMA,Light Heavyweight,"Winnipeg, Manitoba",Canada
Corey Anderson,Beastin 25/8,9/22/1989,75,205,The Kennel Fight Club,Light Heavyweight,"Rockton, Illinois",United States
Rodney Wallace,Sho Nuff the Master,11/21/1981,69,205,Team R.O.C. Charlotte,Light Heavyweight,"Bamberg, South Carolina",United States
Goran Reljic,Ghost,3/20/1984,75,205,University of Fighting,Light Heavyweight,"Zadar, Dalmatia",Croatia
Ednaldo Oliveira,Lula Molusco,2/19/1984,77,205,Champion Team,Light Heavyweight,"Salvador, Bahia",Brazil
Tom Lawlor,Filthy,5/15/1983,72,205,The Jungle MMA,Light Heavyweight,"Fall River, Massachusetts",United States
Cody Donovan,Donnybrook,2/20/1981,75,205,Grudge Training Center,Light Heavyweight,"Denver, Colorado",United States
Marcos Rogerio de Lima,Pezao,6/25/1985,73,205,011 MMA Team,Light Heavyweight,"Ribeirao Pires, Sao Paulo",Brazil
Sherman Pendergarst,The Tank,,73,205,Miletich Fighting Systems,Light Heavyweight,"Baltimore, Maryland",United States
Karlos Vemola,The Terminator,7/1/1985,72,205,London Shootfighters,Light Heavyweight,Olomouc,Czech Republic
Josh Haynes,Bring the Pain,7/30/1977,69,205,Syndicate MMA,Light Heavyweight,"Medford, Oregon",United States
Matt Lucas,Luke Duke,,73,205,Arizona Combat Sports,Light Heavyweight,"Mesa, Arizona",United States
Francimar Barroso,Bodao,2/29/1980,73,205,Nova Uniao,Light Heavyweight,"Xapuri, Acre",Brazil
Cyrille Diabate,Snake,6/10/1973,78,205,Snake Team,Light Heavyweight,"Le Celle St. Clous, Haut de Seine",France
Josh Schockman,The Warhammer,12/29/1981,76,205,Dirty South Fight Team,Light Heavyweight,"Nashville, Tennessee",United States
Luiz Cane,Banha,4/2/1981,74,205,Demian Maia Jiu-Jitsu,Light Heavyweight,"Sao Paulo, Sao Paulo",Brazil
Patrick Walsh,The Beast of the East,11/28/1988,71,205,Wai Kru MMA,Light Heavyweight,"West Bridgewater, Massachusetts",United States
Matt Van Buren,Gutter,6/12/1986,77,205,American Top Team,Light Heavyweight,"Norfolk, Virginia",United States
Razak Al-Hassan,Razor,5/14/1982,75,205,Roufusport,Light Heavyweight,"Milwaukee, Wisconsin",United States
Nick Penner,The Quiet Assassin,3/26/1980,72,205,Frank Lee's Muay Thai,Light Heavyweight,"Blumenort, Manitoba",Canada
Reese Andy,Riptide,3/31/1973,72,205,West Coast Fight Team,Light Heavyweight,"Auburn, Washington",United States
Luiz Cane,Banha,4/2/1981,74,205,Demian Maia Jiu-Jitsu,Light Heavyweight,"Sao Paulo, Sao Paulo",Brazil
Daniel Jolly,The Werewolf of Texas,9/3/1984,73,205,Rubicon Fightsport,Light Heavyweight,"Austin, Texas",United States
Carlos Augusto Inocente Filho,Guto,5/29/1986,75,205,Blackzilians,Light Heavyweight,"Brasilia, Federal District",Brazil
Jonathan Wilson,Johnny Bravo,,74,205,Millennia MMA,Light Heavyweight,"San Bernardino, California",United States
Richardson Moreira,Rick Monstro,3/31/1984,74,205,Team Nogueira,Light Heavyweight,"Campinas, Sao Paulo",Brazil
James Lee,,9/22/1973,71,205,Mash Fight Team,Light Heavyweight,"Sylvan Lake, Michigan",United States
Gian Villante,,4/18/1985,74,205,Bellmore Kickboxing Academy,Light Heavyweight,"Bellmore, New York",United States
Bas Rutten,El Guapo,2/24/1965,73,205,,Light Heavyweight,Eindhoven,Netherlands
Forrest Griffin,,7/1/1979,75,205,Xtreme Couture,Light Heavyweight,"Athens, Georgia",United States
Daniel Cormier,,3/20/1979,71,205,American Kickboxing Academy,Light Heavyweight,"San Jose, California",United States
Chael Sonnen,,4/3/1977,73,205,Team Quest,Light Heavyweight,"West Linn, Oregon",United States
Ricardo Romero,,4/15/1978,72,205,AMA Fight Club,Light Heavyweight,"North Brunswick, New Jersey",United States
Trevor Prangley,,8/24/1972,72,205,American Kickboxing Academy,Light Heavyweight,"Cape Town, Western Cape",South Africa
David Dodd,,,74,205,Arizona Combat Sports,Light Heavyweight,"Mesa, Arizona",United States
Fabio Gurgel,,1/18/1970,72,205,Alliance,Light Heavyweight,Rio de Janeiro,Brazil
Rudyard Moncayo,,,70,205,,Light Heavyweight,"Santa Ana, California",United States
Glover Teixeira,,10/28/1979,74,205,Nova Uniao,Light Heavyweight,"Sobralia, Minas Gerais",Brazil
Robert Drysdale,,1/1/1981,75,205,Drysdale Jiu-Jitsu,Light Heavyweight,"Las Vegas, Nevada",United States
Brodie Farber,,,73,205,Tiger Muay Thai,Light Heavyweight,"Grass Valley, California",United States
Sean O'Connell,The Real OC,9/2/1983,73,205,,Light Heavyweight,"Salt Lake City, Utah",United States
Frank Caracci,,2/16/1970,67,205,,Light Heavyweight,"New Orleans, Louisiana",United States
Hector Ramirez,Sick Dog,3/28/1976,72,205,,Light Heavyweight,"Orange County, California",United States
Jake O'Brien,,9/25/1984,75,205,Integrated Fighting Academy,Light Heavyweight,"Indianapolis, Indiana",United States
Homer Moore,Rock,11/12/1971,70,205,,Light Heavyweight,"Phoenix, Arizona",United States
Chris Dempsey,,9/8/1987,70,205,Cold Steel MMA,Light Heavyweight,"Johnstown, Pennsylvania",United States
